,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3009,61,2948,629,2319,3798,67,3731,704,3027,301,8,293,86,207,2749,44,2705,526,2179,748,15,733,92,641
Glaris,104,3,101,25,76,127,3,124,30,94,9,0,9,3,6,95,3,92,22,70,23,0,23,5,18
Schaffhouse,165,4,161,43,118,200,5,195,50,145,18,0,18,6,12,142,5,137,39,98,40,0,40,5,35
Appenzell Rh.-Ext.,126,3,123,25,98,146,3,143,27,116,15,1,14,1,13,109,1,108,25,83,22,1,21,1,20
Appenzell Rh.-Int.,43,4,39,6,33,60,4,56,7,49,3,0,3,0,3,42,1,41,6,35,15,3,12,1,11
Saint-Gall,1279,22,1257,365,892,1602,23,1579,411,1168,138,6,132,49,83,1152,14,1138,299,839,312,3,309,63,246
Grisons,610,16,594,96,498,806,20,786,104,682,63,0,63,18,45,556,12,544,76,468,187,8,179,10,169
Thurgovie,682,9,673,69,604,857,9,848,75,773,55,1,54,9,45,653,8,645,59,586,149,0,149,7,142
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2138,38,2100,464,1636,2681,38,2643,500,2143,228,9,219,65,154,1992,26,1966,385,1581,461,3,458,50,408
Lucerne,1135,14,1121,281,840,1464,14,1450,303,1147,128,5,123,42,81,1070,7,1063,229,834,266,2,264,32,232
Uri,115,5,110,29,81,139,5,134,30,104,5,1,4,0,4,103,4,99,27,72,31,0,31,3,28
Schwytz,366,10,356,56,300,445,10,435,58,377,30,0,30,4,26,345,9,336,51,285,70,1,69,3,66
Obwald,89,1,88,19,69,112,1,111,20,91,7,0,7,2,5,80,1,79,13,66,25,0,25,5,20
Nidwald,93,0,93,19,74,110,0,110,21,89,16,0,16,5,11,80,0,80,15,65,14,0,14,1,13
Zoug,340,8,332,60,272,411,8,403,68,335,42,3,39,12,27,314,5,309,50,259,55,0,55,6,49
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1256,20,1236,379,857,1655,20,1635,412,1223,135,4,131,50,81,1186,15,1171,313,858,334,1,333,49,284
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,21911,361,21550,4760,16790,27516,384,27132,5235,21897,2562,79,2483,793,1690,19996,261,19735,3857,15878,4958,44,4914,585,4329
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4124,73,4051,1027,3024,5234,80,5154,1167,3987,548,12,536,181,355,3738,57,3681,838,2843,948,11,937,148,789
Vaud,2294,36,2258,298,1960,2915,38,2877,325,2552,268,5,263,61,202,2098,29,2069,226,1843,549,4,545,38,507
Valais,637,22,615,330,285,870,23,847,412,435,90,4,86,51,35,596,18,578,283,295,184,1,183,78,105
Genève,1193,15,1178,399,779,1449,19,1430,430,1000,190,3,187,69,118,1044,10,1034,329,705,215,6,209,32,177
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5099,91,5008,1084,3924,6442,99,6343,1190,5153,549,16,533,164,369,4712,66,4646,899,3747,1181,17,1164,127,1037
Berne,2895,46,2849,635,2214,3579,49,3530,692,2838,300,10,290,90,200,2653,37,2616,539,2077,626,2,624,63,561
Fribourg,685,17,668,143,525,944,19,925,166,759,80,3,77,26,51,663,9,654,110,544,201,7,194,30,164
Soleure,964,13,951,138,813,1234,13,1221,143,1078,95,0,95,17,78,898,11,887,117,770,241,2,239,9,230
Neuchâtel,384,9,375,111,264,461,12,449,125,324,57,3,54,24,30,334,5,329,88,241,70,4,66,13,53
Jura,171,6,165,57,108,224,6,218,64,154,17,0,17,7,10,164,4,160,45,115,43,2,41,12,29
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2713,34,2679,528,2151,3342,34,3308,567,2741,320,13,307,98,209,2453,20,2433,417,2016,569,1,568,52,516
Bâle-Ville,529,3,526,112,414,603,3,600,118,482,99,2,97,29,68,413,1,412,79,333,91,0,91,10,81
Bâle-Campagne,685,6,679,110,569,840,6,834,111,723,78,2,76,21,55,605,3,602,86,516,157,1,156,4,152
Argovie,1499,25,1474,306,1168,1899,25,1874,338,1536,143,9,134,48,86,1435,16,1419,252,1167,321,0,321,38,283
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3287,36,3251,538,2713,4027,37,3990,581,3409,450,16,434,112,322,2844,19,2825,382,2443,733,2,731,87,644
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3225,65,3160,779,2381,4106,66,4040,861,3179,343,10,333,120,213,2990,51,2939,644,2295,773,5,768,97,671
Glaris,104,3,101,29,72,136,3,133,32,101,7,0,7,3,4,99,3,96,23,73,30,0,30,6,24
Schaffhouse,199,3,196,65,131,222,3,219,68,151,23,1,22,7,15,175,2,173,55,118,24,0,24,6,18
Appenzell Rh.-Ext.,132,3,129,22,107,159,3,156,23,133,23,0,23,5,18,112,2,110,18,92,24,1,23,0,23
Appenzell Rh.-Int.,28,1,27,5,22,32,1,31,7,24,2,1,1,0,1,23,0,23,5,18,7,0,7,2,5
Saint-Gall,1402,18,1384,460,924,1794,18,1776,507,1269,171,3,168,74,94,1309,14,1295,387,908,314,1,313,46,267
Grisons,686,26,660,114,546,934,27,907,135,772,59,2,57,14,43,640,23,617,96,521,235,2,233,25,208
Thurgovie,674,11,663,84,579,829,11,818,89,729,58,3,55,17,38,632,7,625,60,565,139,1,138,12,126
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2111,44,2067,437,1630,2638,49,2589,482,2107,221,10,211,66,145,1978,35,1943,371,1572,439,4,435,45,390
Lucerne,1105,15,1090,194,896,1390,18,1372,205,1167,127,6,121,34,87,1032,11,1021,159,862,231,1,230,12,218
Uri,127,5,122,34,88,165,6,159,42,117,4,0,4,2,2,133,6,127,32,95,28,0,28,8,20
Schwytz,358,13,345,77,268,437,14,423,82,341,29,3,26,7,19,332,9,323,71,252,76,2,74,4,70
Obwald,98,4,94,27,67,127,4,123,32,91,11,0,11,4,7,92,3,89,24,65,24,1,23,4,19
Nidwald,87,0,87,23,64,116,0,116,27,89,8,0,8,4,4,84,0,84,19,65,24,0,24,4,20
Zoug,336,7,329,82,247,403,7,396,94,302,42,1,41,15,26,305,6,299,66,233,56,0,56,13,43
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1352,18,1334,367,967,1727,19,1708,387,1321,131,2,129,52,77,1281,13,1268,306,962,315,4,311,29,282
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,21491,340,21151,4608,16543,27088,370,26718,5066,21652,2530,76,2454,733,1721,19512,243,19269,3737,15532,5046,51,4995,596,4399
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,3939,77,3862,1001,2861,5048,79,4969,1109,3860,535,20,515,172,343,3541,50,3491,789,2702,972,9,963,148,815
Vaud,2124,37,2087,274,1813,2759,37,2722,304,2418,259,6,253,51,202,1947,25,1922,206,1716,553,6,547,47,500
Valais,621,24,597,346,251,795,26,769,402,367,85,7,78,52,26,540,17,523,287,236,170,2,168,63,105
Genève,1194,16,1178,381,797,1494,16,1478,403,1075,191,7,184,69,115,1054,8,1046,296,750,249,1,248,38,210
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5073,74,4999,1059,3940,6429,81,6348,1162,5186,558,16,542,167,375,4703,52,4651,872,3779,1168,13,1155,123,1032
Berne,2898,45,2853,634,2219,3649,51,3598,687,2911,284,9,275,91,184,2721,35,2686,533,2153,644,7,637,63,574
Fribourg,702,11,691,160,531,903,11,892,173,719,90,1,89,27,62,647,8,639,127,512,166,2,164,19,145
Soleure,881,9,872,113,759,1116,10,1106,125,981,97,4,93,23,70,815,4,811,91,720,204,2,202,11,191
Neuchâtel,425,6,419,92,327,536,6,530,108,422,72,1,71,20,51,358,3,355,70,285,106,2,104,18,86
Jura,167,3,164,60,104,225,3,222,69,153,15,1,14,6,8,162,2,160,51,109,48,0,48,12,36
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2764,33,2731,530,2201,3404,35,3369,582,2787,357,8,349,103,246,2465,24,2441,421,2020,582,3,579,58,521
Bâle-Ville,572,2,570,117,453,659,2,657,129,528,117,0,117,36,81,444,2,442,79,363,98,0,98,14,84
Bâle-Campagne,701,6,695,114,581,889,7,882,121,761,95,3,92,27,65,612,3,609,85,524,182,1,181,9,172
Argovie,1491,25,1466,299,1167,1856,26,1830,332,1498,145,5,140,40,100,1409,19,1390,257,1133,302,2,300,35,265
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3218,47,3171,536,2635,3889,53,3836,578,3258,447,18,429,109,320,2723,29,2694,400,2294,719,6,713,69,644
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,2906,57,2849,654,2195,3713,68,3645,730,2915,307,8,299,84,215,2682,49,2633,558,2075,724,11,713,88,625
Glaris,87,1,86,22,64,101,1,100,23,77,6,0,6,4,2,81,1,80,17,63,14,0,14,2,12
Schaffhouse,205,3,202,59,143,236,3,233,61,172,25,1,24,8,16,170,1,169,50,119,41,1,40,3,37
Appenzell Rh.-Ext.,138,1,137,14,123,171,1,170,14,156,17,0,17,3,14,129,1,128,11,117,25,0,25,0,25
Appenzell Rh.-Int.,31,1,30,4,26,36,1,35,4,31,5,0,5,1,4,25,1,24,3,21,6,0,6,0,6
Saint-Gall,1197,23,1174,388,786,1524,24,1500,446,1054,134,3,131,47,84,1112,18,1094,338,756,278,3,275,61,214
Grisons,624,18,606,93,513,849,28,821,102,719,59,3,56,7,49,577,20,557,82,475,213,5,208,13,195
Thurgovie,624,10,614,74,540,796,10,786,80,706,61,1,60,14,46,588,7,581,57,524,147,2,145,9,136
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2084,36,2048,412,1636,2682,38,2644,462,2182,191,2,189,48,141,1947,28,1919,345,1574,544,8,536,69,467
Lucerne,1118,18,1100,207,893,1446,19,1427,237,1190,116,1,115,28,87,1029,14,1015,163,852,301,4,297,46,251
Uri,104,4,100,19,81,139,4,135,24,111,4,0,4,0,4,99,4,95,19,76,36,0,36,5,31
Schwytz,330,9,321,58,263,435,10,425,63,362,25,1,24,4,20,320,6,314,52,262,90,3,87,7,80
Obwald,100,0,100,16,84,122,0,122,17,105,12,0,12,5,7,88,0,88,10,78,22,0,22,2,20
Nidwald,94,2,92,12,80,112,2,110,12,98,5,0,5,3,2,88,2,86,9,77,19,0,19,0,19
Zoug,338,3,335,100,235,428,3,425,109,316,29,0,29,8,21,323,2,321,92,229,76,1,75,9,66
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1507,16,1491,416,1075,1923,16,1907,443,1464,135,4,131,50,81,1451,11,1440,352,1088,337,1,336,41,295
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,21706,373,21333,4614,16719,27163,409,26754,5059,21695,2423,69,2354,707,1647,19683,275,19408,3743,15665,5057,65,4992,609,4383
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,3958,79,3879,1018,2861,5088,95,4993,1135,3858,458,16,442,164,278,3627,61,3566,808,2758,1003,18,985,163,822
Vaud,2111,42,2069,279,1790,2762,45,2717,301,2416,216,8,208,40,168,1963,32,1931,218,1713,583,5,578,43,535
Valais,621,22,599,357,242,855,34,821,435,386,66,1,65,43,22,562,20,542,296,246,227,13,214,96,118
Genève,1226,15,1211,382,829,1471,16,1455,399,1056,176,7,169,81,88,1102,9,1093,294,799,193,0,193,24,169
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5162,85,5077,1163,3914,6418,89,6329,1265,5064,503,13,490,152,338,4756,64,4692,977,3715,1159,12,1147,136,1011
Berne,2988,48,2940,731,2209,3660,51,3609,785,2824,268,9,259,90,169,2748,36,2712,624,2088,644,6,638,71,567
Fribourg,738,14,724,137,587,969,14,955,157,798,64,3,61,17,44,715,11,704,118,586,190,0,190,22,168
Soleure,868,14,854,140,714,1083,14,1069,146,923,91,1,90,28,62,794,10,784,101,683,198,3,195,17,178
Neuchâtel,406,6,400,109,291,490,7,483,124,359,66,0,66,15,51,346,5,341,92,249,78,2,76,17,59
Jura,162,3,159,46,113,216,3,213,53,160,14,0,14,2,12,153,2,151,42,109,49,1,48,9,39
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2803,39,2764,500,2264,3446,41,3405,537,2868,378,6,372,102,270,2477,29,2448,383,2065,591,6,585,52,533
Bâle-Ville,607,6,601,132,469,694,6,688,137,551,125,0,125,34,91,481,6,475,92,383,88,0,88,11,77
Bâle-Campagne,654,10,644,93,551,815,10,805,97,708,77,2,75,26,49,584,8,576,63,513,154,0,154,8,146
Argovie,1542,23,1519,275,1244,1937,25,1912,303,1609,176,4,172,42,130,1412,15,1397,228,1169,349,6,343,33,310
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3152,44,3108,586,2522,3839,47,3792,646,3146,402,8,394,113,281,2747,33,2714,442,2272,690,6,684,91,593
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3082,72,3010,541,2469,3881,79,3802,597,3205,308,15,293,65,228,2772,52,2720,459,2261,801,12,789,73,716
Glaris,113,4,109,25,84,144,7,137,27,110,9,1,8,5,3,94,3,91,21,70,41,3,38,1,37
Schaffhouse,197,5,192,68,124,229,5,224,72,152,24,2,22,7,15,163,3,160,59,101,42,0,42,6,36
Appenzell Rh.-Ext.,141,4,137,18,119,187,4,183,22,161,12,1,11,2,9,137,3,134,16,118,38,0,38,4,34
Appenzell Rh.-Int.,41,0,41,6,35,50,0,50,7,43,3,0,3,1,2,37,0,37,6,31,10,0,10,0,10
Saint-Gall,1240,22,1218,236,982,1559,24,1535,256,1279,136,3,133,29,104,1117,16,1101,193,908,306,5,301,34,267
Grisons,666,21,645,100,545,858,23,835,115,720,65,2,63,9,54,584,18,566,86,480,209,3,206,20,186
Thurgovie,684,16,668,88,580,854,16,838,98,740,59,6,53,12,41,640,9,631,78,553,155,1,154,8,146
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2188,31,2157,449,1708,2761,34,2727,494,2233,246,6,240,66,174,2016,22,1994,368,1626,499,6,493,60,433
Lucerne,1210,12,1198,221,977,1551,13,1538,242,1296,130,3,127,31,96,1161,6,1155,187,968,260,4,256,24,232
Uri,118,2,116,27,89,134,2,132,27,105,11,0,11,2,9,92,2,90,23,67,31,0,31,2,29
Schwytz,367,8,359,57,302,477,8,469,63,406,36,2,34,9,25,336,6,330,47,283,105,0,105,7,98
Obwald,93,5,88,20,68,107,5,102,22,80,13,0,13,3,10,78,5,73,15,58,16,0,16,4,12
Nidwald,85,1,84,15,69,93,1,92,15,77,12,1,11,6,5,68,0,68,8,60,13,0,13,1,12
Zoug,315,3,312,109,203,399,5,394,125,269,44,0,44,15,29,281,3,278,88,190,74,2,72,22,50
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1361,23,1338,357,981,1730,24,1706,385,1321,128,5,123,45,78,1288,14,1274,306,968,314,5,309,34,275
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,22891,478,22413,4912,17501,29256,510,28746,5528,23218,2521,95,2426,695,1731,20925,343,20582,4014,16568,5810,72,5738,819,4919
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4390,103,4287,1061,3226,5784,113,5671,1216,4455,538,17,521,166,355,4028,71,3957,861,3096,1218,25,1193,189,1004
Vaud,2353,53,2300,339,1961,3144,56,3088,383,2705,229,5,224,50,174,2210,37,2173,277,1896,705,14,691,56,635
Valais,718,26,692,356,336,981,29,952,433,519,88,5,83,43,40,644,17,627,298,329,249,7,242,92,150
Genève,1319,24,1295,366,929,1659,28,1631,400,1231,221,7,214,73,141,1174,17,1157,286,871,264,4,260,41,219
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5518,130,5388,1216,4172,7051,135,6916,1366,5550,505,24,481,157,324,5150,93,5057,1004,4053,1396,18,1378,205,1173
Berne,3192,67,3125,756,2369,3993,69,3924,841,3083,290,13,277,92,185,2972,46,2926,633,2293,731,10,721,116,605
Fribourg,751,25,726,157,569,1089,25,1064,194,870,67,4,63,14,49,742,19,723,137,586,280,2,278,43,235
Soleure,947,14,933,129,804,1205,15,1190,138,1052,74,0,74,20,54,880,13,867,101,766,251,2,249,17,232
Neuchâtel,446,16,430,124,306,528,18,510,133,377,59,5,54,27,27,379,10,369,91,278,90,3,87,15,72
Jura,182,8,174,50,124,236,8,228,60,168,15,2,13,4,9,177,5,172,42,130,44,1,43,14,29
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2699,46,2653,517,2136,3371,50,3321,577,2744,359,15,344,85,259,2446,30,2416,425,1991,566,5,561,67,494
Bâle-Ville,528,3,525,96,429,602,3,599,102,497,116,1,115,21,94,413,1,412,72,340,73,1,72,9,63
Bâle-Campagne,667,8,659,109,550,859,9,850,115,735,89,6,83,28,55,613,3,610,78,532,157,0,157,9,148
Argovie,1504,35,1469,312,1157,1910,38,1872,360,1512,154,8,146,36,110,1420,26,1394,275,1119,336,4,332,49,283
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3441,57,3384,627,2757,4223,60,4163,702,3461,427,14,413,102,311,2985,40,2945,485,2460,811,6,805,115,690
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3120,82,3038,580,2458,4015,89,3926,661,3265,358,18,340,75,265,2820,63,2757,475,2282,837,8,829,111,718
Glaris,100,4,96,19,77,121,4,117,19,98,19,2,17,3,14,85,2,83,14,69,17,0,17,2,15
Schaffhouse,184,3,181,61,120,225,3,222,73,149,26,0,26,8,18,162,1,161,54,107,37,2,35,11,24
Appenzell Rh.-Ext.,153,1,152,18,134,193,1,192,21,171,18,0,18,2,16,131,0,131,17,114,44,1,43,2,41
Appenzell Rh.-Int.,38,2,36,6,30,46,2,44,6,38,5,0,5,1,4,35,2,33,5,28,6,0,6,0,6
Saint-Gall,1285,30,1255,284,971,1644,35,1609,332,1277,152,8,144,42,102,1152,24,1128,228,900,340,3,337,62,275
Grisons,692,23,669,101,568,942,25,917,110,807,66,1,65,8,57,628,22,606,80,526,248,2,246,22,224
Thurgovie,668,19,649,91,558,844,19,825,100,725,72,7,65,11,54,627,12,615,77,538,145,0,145,12,133
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2258,31,2227,525,1702,2872,34,2838,571,2267,224,2,222,66,156,2082,27,2055,434,1621,566,5,561,71,490
Lucerne,1184,9,1175,280,895,1481,10,1471,297,1174,127,2,125,43,82,1074,6,1068,229,839,280,2,278,25,253
Uri,116,4,112,25,87,129,4,125,26,99,8,0,8,2,6,100,4,96,19,77,21,0,21,5,16
Schwytz,404,12,392,66,326,544,14,530,79,451,37,0,37,9,28,392,11,381,55,326,115,3,112,15,97
Obwald,97,3,94,16,78,124,3,121,17,104,5,0,5,0,5,93,3,90,14,76,26,0,26,3,23
Nidwald,112,1,111,22,89,134,1,133,23,110,9,0,9,5,4,100,1,99,16,83,25,0,25,2,23
Zoug,345,2,343,116,227,460,2,458,129,329,38,0,38,7,31,323,2,321,101,220,99,0,99,21,78
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1465,29,1436,386,1050,1940,29,1911,435,1476,110,5,105,44,61,1414,19,1395,330,1065,416,5,411,61,350
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,23840,499,23341,5173,18168,30644,546,30098,5862,24236,2530,91,2439,720,1719,22005,371,21634,4297,17337,6109,84,6025,845,5180
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4530,101,4429,1088,3341,5957,112,5845,1222,4623,535,13,522,149,373,4189,81,4108,912,3196,1233,18,1215,161,1054
Vaud,2421,52,2369,266,2103,3230,61,3169,299,2870,259,6,253,42,211,2245,41,2204,211,1993,726,14,712,46,666
Valais,761,27,734,402,332,1037,29,1008,476,532,84,1,83,42,41,707,25,682,355,327,246,3,243,79,164
Genève,1348,22,1326,420,906,1690,22,1668,447,1221,192,6,186,65,121,1237,15,1222,346,876,261,1,260,36,224
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5590,132,5458,1306,4152,7273,139,7134,1491,5643,492,25,467,160,307,5301,96,5205,1106,4099,1480,18,1462,225,1237
Berne,3319,64,3255,822,2433,4319,69,4250,944,3306,274,12,262,94,168,3155,45,3110,716,2394,890,12,878,134,744
Fribourg,736,27,709,163,546,1033,28,1005,183,822,66,7,59,26,33,746,18,728,123,605,221,3,218,34,184
Soleure,915,14,901,157,744,1151,14,1137,175,962,83,1,82,21,61,848,11,837,127,710,220,2,218,27,191
Neuchâtel,448,18,430,113,317,549,19,530,132,398,52,2,50,15,35,390,16,374,94,280,107,1,106,23,83
Jura,172,9,163,51,112,221,9,212,57,155,17,3,14,4,10,162,6,156,46,110,42,0,42,7,35
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2877,63,2814,561,2253,3652,67,3585,665,2920,338,15,323,95,228,2589,47,2542,476,2066,725,5,720,94,626
Bâle-Ville,577,7,570,127,443,666,7,659,133,526,116,3,113,33,80,443,4,439,87,352,107,0,107,13,94
Bâle-Campagne,731,15,716,100,616,946,17,929,116,813,76,5,71,24,47,661,12,649,80,569,209,0,209,12,197
Argovie,1569,41,1528,334,1194,2040,43,1997,416,1581,146,7,139,38,101,1485,31,1454,309,1145,409,5,404,69,335
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3583,54,3529,628,2901,4425,60,4365,697,3668,448,12,436,113,323,3152,36,3116,487,2629,825,12,813,97,716
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3301,83,3218,654,2564,4272,92,4180,741,3439,363,15,348,96,252,3034,64,2970,521,2449,875,13,862,124,738
Glaris,104,2,102,11,91,128,3,125,12,113,12,0,12,2,10,90,1,89,9,80,26,2,24,1,23
Schaffhouse,204,5,199,62,137,238,5,233,65,168,21,1,20,10,10,178,3,175,44,131,39,1,38,11,27
Appenzell Rh.-Ext.,135,2,133,14,119,159,2,157,17,140,14,1,13,2,11,120,1,119,12,107,25,0,25,3,22
Appenzell Rh.-Int.,28,0,28,7,21,46,0,46,7,39,1,0,1,1,0,31,0,31,4,27,14,0,14,2,12
Saint-Gall,1344,29,1315,313,1002,1695,32,1663,351,1312,162,8,154,50,104,1220,21,1199,246,953,313,3,310,55,255
Grisons,728,21,707,136,571,1031,25,1006,164,842,68,1,67,18,49,698,18,680,111,569,265,6,259,35,224
Thurgovie,758,24,734,111,623,975,25,950,125,825,85,4,81,13,68,697,20,677,95,582,193,1,192,17,175
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2434,44,2390,539,1851,3059,51,3008,607,2401,226,8,218,63,155,2262,31,2231,454,1777,571,12,559,90,469
Lucerne,1299,20,1279,264,1015,1642,25,1617,293,1324,121,3,118,33,85,1216,17,1199,221,978,305,5,300,39,261
Uri,157,5,152,47,105,189,6,183,58,125,12,1,11,4,7,137,3,134,40,94,40,2,38,14,24
Schwytz,458,13,445,82,363,607,14,593,101,492,34,2,32,10,22,445,9,436,74,362,128,3,125,17,108
Obwald,105,2,103,22,81,132,2,130,25,105,11,1,10,0,10,102,1,101,23,78,19,0,19,2,17
Nidwald,114,3,111,26,85,137,3,134,29,105,8,0,8,3,5,105,1,104,23,81,24,2,22,3,19
Zoug,301,1,300,98,202,352,1,351,101,250,40,1,39,13,26,257,0,257,73,184,55,0,55,15,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1525,22,1503,397,1106,2006,25,1981,439,1542,128,3,125,44,81,1478,16,1462,341,1121,400,6,394,54,340
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,23647,476,23171,5305,17866,30287,513,29774,5931,23843,2670,96,2574,849,1725,21532,344,21188,4279,16909,6085,73,6012,803,5209
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4712,103,4609,1134,3475,6177,112,6065,1283,4782,593,15,578,198,380,4286,74,4212,894,3318,1298,23,1275,191,1084
Vaud,2531,58,2473,312,2161,3325,62,3263,346,2917,277,8,269,65,204,2332,40,2292,229,2063,716,14,702,52,650
Valais,821,26,795,408,387,1126,31,1095,493,602,103,1,102,58,44,740,22,718,341,377,283,8,275,94,181
Genève,1360,19,1341,414,927,1726,19,1707,444,1263,213,6,207,75,132,1214,12,1202,324,878,299,1,298,45,253
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5539,116,5423,1328,4095,7206,131,7075,1494,5581,535,20,515,202,313,5157,94,5063,1078,3985,1514,17,1497,214,1283
Berne,3245,60,3185,776,2409,4202,63,4139,883,3256,322,12,310,125,185,3028,43,2985,639,2346,852,8,844,119,725
Fribourg,646,22,624,141,483,875,24,851,162,689,69,6,63,27,36,621,18,603,105,498,185,0,185,30,155
Soleure,916,13,903,186,717,1177,22,1155,196,959,73,2,71,24,47,848,12,836,151,685,256,8,248,21,227
Neuchâtel,512,11,501,153,348,657,12,645,171,474,57,0,57,19,38,448,11,437,120,317,152,1,151,32,119
Jura,220,10,210,72,138,295,10,285,82,203,14,0,14,7,7,212,10,202,63,139,69,0,69,12,57
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2941,61,2880,697,2183,3669,61,3608,803,2805,351,18,333,100,233,2612,36,2576,596,1980,706,7,699,107,592
Bâle-Ville,571,8,563,127,436,659,8,651,131,520,100,3,97,24,73,463,4,459,93,366,96,1,95,14,81
Bâle-Campagne,661,9,652,106,546,837,9,828,114,714,81,4,77,20,57,576,4,572,83,489,180,1,179,11,168
Argovie,1709,44,1665,464,1201,2173,44,2129,558,1571,170,11,159,56,103,1573,28,1545,420,1125,430,5,425,82,343
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3321,67,3254,570,2684,4029,71,3958,625,3333,445,19,426,136,290,2863,45,2818,410,2408,721,7,714,79,635
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3223,73,3150,634,2516,4157,77,4080,700,3380,326,12,314,82,232,2969,53,2916,526,2390,862,12,850,92,758
Glaris,110,4,106,11,95,136,4,132,11,121,13,0,13,2,11,91,4,87,7,80,32,0,32,2,30
Schaffhouse,203,1,202,76,126,245,1,244,81,163,26,0,26,12,14,171,1,170,60,110,48,0,48,9,39
Appenzell Rh.-Ext.,129,4,125,12,113,149,4,145,13,132,23,1,22,3,19,108,2,106,9,97,18,1,17,1,16
Appenzell Rh.-Int.,39,0,39,9,30,51,0,51,9,42,4,0,4,1,3,39,0,39,7,32,8,0,8,1,7
Saint-Gall,1291,23,1268,288,980,1631,24,1607,314,1293,143,6,137,39,98,1204,16,1188,242,946,284,2,282,33,249
Grisons,705,28,677,126,551,996,31,965,152,813,52,2,50,14,36,656,21,635,108,527,288,8,280,30,250
Thurgovie,746,13,733,112,621,949,13,936,120,816,65,3,62,11,51,700,9,691,93,598,184,1,183,16,167
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2299,35,2264,530,1734,2932,37,2895,576,2319,271,8,263,88,175,2094,25,2069,427,1642,567,4,563,61,502
Lucerne,1240,15,1225,277,948,1546,16,1530,302,1228,164,4,160,56,104,1116,10,1106,219,887,266,2,264,27,237
Uri,145,9,136,35,101,208,10,198,37,161,10,2,8,1,7,138,7,131,28,103,60,1,59,8,51
Schwytz,415,7,408,64,344,569,7,562,77,485,43,0,43,11,32,376,6,370,52,318,150,1,149,14,135
Obwald,82,0,82,19,63,104,0,104,19,85,8,0,8,3,5,76,0,76,15,61,20,0,20,1,19
Nidwald,104,1,103,34,69,132,1,131,38,93,8,1,7,4,3,99,0,99,30,69,25,0,25,4,21
Zoug,313,3,310,101,209,373,3,370,103,267,38,1,37,13,24,289,2,287,83,204,46,0,46,7,39
,,,,,,,,,,,,,,,,,,,,,,,,,
