Tessin,1612,21,1591,412,1179,2117,24,2093,450,1643,149,4,145,43,102,1551,17,1534,348,1186,417,3,414,59,355
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,23896,496,23400,5458,17942,30704,544,30160,6194,23966,2707,104,2603,934,1669,21552,374,21178,4303,16875,6445,66,6379,957,5422
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4656,105,4551,1090,3461,6127,114,6013,1245,4768,566,23,543,203,340,4195,72,4123,843,3280,1366,19,1347,199,1148
Vaud,2538,62,2476,298,2178,3360,69,3291,341,2950,254,13,241,56,185,2338,45,2293,225,2068,768,11,757,60,697
Valais,759,27,732,380,352,1045,28,1017,456,561,91,2,89,51,38,675,20,655,317,338,279,6,273,88,185
Genève,1359,16,1343,412,931,1722,17,1705,448,1257,221,8,213,96,117,1182,7,1175,301,874,319,2,317,51,266
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5447,127,5320,1347,3973,7048,132,6916,1517,5399,549,20,529,214,315,4998,99,4899,1047,3852,1501,13,1488,256,1232
Berne,3155,58,3097,830,2267,4006,60,3946,899,3047,312,9,303,129,174,2866,48,2818,638,2180,828,3,825,132,693
Fribourg,681,24,657,157,500,957,24,933,184,749,64,2,62,23,39,670,18,652,123,529,223,4,219,38,181
Soleure,884,21,863,155,708,1135,24,1111,177,934,95,4,91,33,58,795,15,780,115,665,245,5,240,29,211
Neuchâtel,524,15,509,140,369,675,15,660,182,478,57,2,55,21,34,471,13,458,119,339,147,0,147,42,105
Jura,203,9,194,65,129,275,9,266,75,191,21,3,18,8,10,196,5,191,52,139,58,1,57,15,42
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,3021,57,2964,769,2195,3769,58,3711,903,2808,363,15,348,136,212,2698,40,2658,628,2030,708,3,705,139,566
Bâle-Ville,604,12,592,130,462,708,12,696,143,553,110,6,104,32,72,494,6,488,86,402,104,0,104,25,79
Bâle-Campagne,709,11,698,111,587,894,11,883,138,745,91,2,89,24,65,628,8,620,88,532,175,1,174,26,148
Argovie,1708,34,1674,528,1146,2167,35,2132,622,1510,162,7,155,80,75,1576,26,1550,454,1096,429,2,427,88,339
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3400,67,3333,641,2692,4134,75,4059,701,3358,458,24,434,143,291,2930,43,2887,467,2420,746,8,738,91,647
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3347,68,3279,686,2593,4366,76,4290,785,3505,348,12,336,93,243,3011,53,2958,568,2390,1007,11,996,124,872
Glaris,86,3,83,14,69,115,3,112,16,96,9,0,9,1,8,80,3,77,12,65,26,0,26,3,23
Schaffhouse,197,2,195,61,134,240,2,238,73,165,29,0,29,10,19,161,2,159,48,111,50,0,50,15,35
Appenzell Rh.-Ext.,132,4,128,25,103,185,5,180,30,150,20,1,19,5,14,121,4,117,19,98,44,0,44,6,38
Appenzell Rh.-Int.,29,0,29,4,25,34,0,34,4,30,4,0,4,1,3,22,0,22,2,20,8,0,8,1,7
Saint-Gall,1439,22,1417,297,1120,1837,26,1811,337,1474,165,7,158,54,104,1270,14,1256,234,1022,402,5,397,49,348
Grisons,772,23,749,157,592,1052,25,1027,180,847,64,2,62,11,51,699,19,680,143,537,289,4,285,26,259
Thurgovie,692,14,678,128,550,903,15,888,145,743,57,2,55,11,44,658,11,647,110,537,188,2,186,24,162
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2390,44,2346,528,1818,3082,44,3038,599,2439,260,5,255,88,167,2169,35,2134,417,1717,653,4,649,94,555
Lucerne,1312,18,1294,294,1000,1691,18,1673,332,1341,156,2,154,55,99,1195,14,1181,229,952,340,2,338,48,290
Uri,160,3,157,45,112,220,3,217,52,165,10,0,10,2,8,149,2,147,41,106,61,1,60,9,51
Schwytz,397,8,389,64,325,514,8,506,78,428,37,2,35,12,23,352,5,347,49,298,125,1,124,17,107
Obwald,112,3,109,19,90,144,3,141,21,120,13,0,13,2,11,100,3,97,17,80,31,0,31,2,29
Nidwald,89,3,86,25,61,109,3,106,26,80,8,1,7,4,3,81,2,79,19,60,20,0,20,3,17
Zoug,320,9,311,81,230,404,9,395,90,305,36,0,36,13,23,292,9,283,62,221,76,0,76,15,61
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1635,28,1607,397,1210,2178,45,2133,444,1689,163,5,158,57,101,1551,32,1519,333,1186,464,8,456,54,402
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,23737,555,23182,5428,17754,30650,592,30058,6191,23867,2913,130,2783,901,1882,21241,376,20865,4355,16510,6496,86,6410,935,5475
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4779,111,4668,1173,3495,6519,118,6401,1352,5049,651,19,632,224,408,4392,80,4312,915,3397,1476,19,1457,213,1244
Vaud,2717,64,2653,401,2252,3797,68,3729,468,3261,304,15,289,70,219,2588,44,2544,320,2224,905,9,896,78,818
Valais,806,29,777,385,392,1105,31,1074,464,610,117,3,114,58,56,698,21,677,309,368,290,7,283,97,186
Genève,1256,18,1238,387,851,1617,19,1598,420,1178,230,1,229,96,133,1106,15,1091,286,805,281,3,278,38,240
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5352,140,5212,1318,3894,6901,149,6752,1501,5251,576,27,549,204,345,4793,100,4693,1053,3640,1532,22,1510,244,1266
Berne,3053,65,2988,806,2182,3923,69,3854,910,2944,306,15,291,122,169,2760,45,2715,646,2069,857,9,848,142,706
Fribourg,656,28,628,157,471,920,29,891,175,716,72,5,67,23,44,602,21,581,118,463,246,3,243,34,209
Soleure,911,21,890,167,723,1138,22,1116,190,926,83,3,80,30,50,825,17,808,133,675,230,2,228,27,201
Neuchâtel,515,15,500,126,374,640,17,623,154,469,90,3,87,24,63,411,9,402,101,301,139,5,134,29,105
Jura,217,11,206,62,144,280,12,268,72,196,25,1,24,5,19,195,8,187,55,132,60,3,57,12,45
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,3108,55,3053,840,2213,3871,62,3809,952,2857,368,20,348,132,216,2787,36,2751,700,2051,716,6,710,120,590
Bâle-Ville,660,3,657,169,488,760,3,757,176,581,130,3,127,52,75,534,0,534,111,423,96,0,96,13,83
Bâle-Campagne,762,14,748,115,633,961,14,947,127,820,76,2,74,12,62,697,11,686,102,584,188,1,187,13,174
Argovie,1686,38,1648,556,1092,2150,45,2105,649,1456,162,15,147,68,79,1556,25,1531,487,1044,432,5,427,94,333
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3367,90,3277,590,2687,4090,98,3992,667,3325,507,31,476,116,360,2813,52,2761,450,2311,770,15,755,101,654
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3224,83,3141,637,2504,4153,88,4065,741,3324,404,15,389,104,285,2826,59,2767,510,2257,923,14,909,127,782
Glaris,101,2,99,11,88,121,2,119,11,108,16,1,15,1,14,82,0,82,8,74,23,1,22,2,20
Schaffhouse,201,7,194,64,130,239,7,232,69,163,34,1,33,12,21,162,4,158,49,109,43,2,41,8,33
Appenzell Rh.-Ext.,113,1,112,11,101,132,1,131,11,120,13,1,12,1,11,96,0,96,9,87,23,0,23,1,22
Appenzell Rh.-Int.,41,0,41,9,32,57,0,57,10,47,11,0,11,3,8,31,0,31,5,26,15,0,15,2,13
Saint-Gall,1402,33,1369,327,1042,1755,35,1720,390,1330,190,7,183,59,124,1207,23,1184,257,927,358,5,353,74,279
Grisons,695,17,678,126,552,971,17,954,151,803,63,2,61,15,46,638,13,625,109,516,270,2,268,27,241
Thurgovie,671,23,648,89,559,878,26,852,99,753,77,3,74,13,61,610,19,591,73,518,191,4,187,13,174
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2239,43,2196,497,1699,2911,43,2868,578,2290,219,10,209,60,149,2092,29,2063,439,1624,600,4,596,79,517
Lucerne,1187,22,1165,266,899,1553,22,1531,321,1210,133,5,128,34,94,1093,15,1078,236,842,327,2,325,51,274
Uri,158,1,157,35,122,204,1,203,40,163,11,0,11,5,6,145,1,144,31,113,48,0,48,4,44
Schwytz,389,7,382,70,312,518,7,511,76,435,22,2,20,6,14,385,4,381,59,322,111,1,110,11,99
Obwald,91,5,86,19,67,110,5,105,20,85,11,1,10,3,7,78,4,74,16,58,21,0,21,1,20
Nidwald,103,0,103,29,74,127,0,127,33,94,6,0,6,2,4,101,0,101,27,74,20,0,20,4,16
Zoug,311,8,303,78,225,399,8,391,88,303,36,2,34,10,24,290,5,285,70,215,73,1,72,8,64
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1668,33,1635,373,1262,2205,34,2171,400,1771,188,8,180,61,119,1538,20,1518,288,1230,479,6,473,51,422
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,23434,549,22885,5574 ,17311 ,30110,583,29527,6299,23228,2922,115,2807,1023,1784,20825,366,20459,4342,16117,6363,102,6261,934,5327
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4510,111,4399,1133,3266,6001,119,5882,1282,4600,648,19,629,235,394,4024,74,3950,836,3114,1329,26,1303,211,1092
Vaud,2573,57,2516,392,2124,3511,65,3446,439,3007,308,7,301,89,212,2380,42,2338,272,2066,823,16,807,78,729
Valais,715,31,684,355,329,957,31,926,422,504,97,6,91,53,38,612,20,592,280,312,248,5,243,89,154
Genève,1222,23,1199,386,813,1533,23,1510,421,1089,243,6,237,93,144,1032,12,1020,284,736,258,5,253,44,209
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5337,137,5200,1432 ,3768 ,6955,148,6807,1622,5185,580,31,549,222,327,4858,87,4771,1148,3623,1517,30,1487,252,1235
Berne,3107,68,3039,847,2192,3977,73,3904,943,2961,338,18,320,147,173,2817,42,2775,672,2103,822,13,809,124,685
Fribourg,670,26,644,155,489,954,27,927,172,755,83,5,78,19,59,654,17,637,127,510,217,5,212,26,186
Soleure,854,17,837,232,605,1074,19,1055,275,780,84,5,79,31,48,756,9,747,191,556,234,5,229,53,176
Neuchâtel,479,19,460,129,331,632,20,612,150,462,56,3,53,18,35,427,14,413,105,308,149,3,146,27,119
Jura,227,7,220,69 ,151 ,318,9,309,82,227,19,0,19,7,12,204,5,199,53,146,95,4,91,22,69
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,3185,65,3120,847,2273,3902,70,3832,977,2855,412,16,396,143,253,2773,43,2730,697,2033,717,11,706,137,569
Bâle-Ville,736,9,727,170,557,858,9,849,187,662,149,5,144,47,97,592,4,588,114,474,117,0,117,26,91
Bâle-Campagne,727,21,706,92,614,930,23,907,111,796,82,6,76,15,61,660,12,648,74,574,188,5,183,22,161
Argovie,1722,35,1687,585,1102,2114,38,2076,679,1397,181,5,176,81,95,1521,27,1494,509,985,412,6,406,89,317
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3283,52,3231,675,2556,3965,54,3911,735,3176,498,13,485,157,328,2734,32,2702,479,2223,733,9,724,99,625
,0,,0,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3247,90,3157,656,2501,4192,93,4099,739,3360,353,10,343,114,229,2893,73,2820,536,2284,946,10,936,89,847
Glaris,101,2,99,8,91,112,2,110,8,102,15,0,15,2,13,79,2,77,5,72,18,0,18,1,17
Schaffhouse,153,0,153,75,78,186,0,186,83,103,26,0,26,12,14,132,0,132,66,66,28,0,28,5,23
Appenzell Rh.-Ext.,126,3,123,15,108,155,3,152,18,134,13,2,11,3,8,114,0,114,14,100,28,1,27,1,26
Appenzell Rh.-Int.,33,1,32,12,20,40,1,39,12,27,0,0,0,0,0,36,1,35,10,25,4,0,4,2,2
Saint-Gall,1430,37,1393,321,1072,1823,38,1785,365,1420,167,4,163,60,103,1259,30,1229,260,969,397,4,393,45,348
Grisons,751,27,724,117,607,1032,28,1004,131,873,60,3,57,12,45,657,24,633,95,538,315,1,314,24,290
Thurgovie,653,20,633,108,525,844,21,823,122,701,72,1,71,25,46,616,16,600,86,514,156,4,152,11,141
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2257,49,2208,505,1703,2905,54,2851,554,2297,270,15,255,90,165,2018,33,1985,384,1601,617,6,611,80,531
Lucerne,1165,25,1140,253,887,1524,29,1495,281,1214,154,13,141,47,94,1036,14,1022,197,825,334,2,332,37,295
Uri,156,7,149,26,123,212,7,205,30,175,14,0,14,3,11,136,7,129,18,111,62,0,62,9,53
Schwytz,422,8,414,98,316,538,9,529,108,421,47,0,47,15,32,380,7,373,77,296,111,2,109,16,93
Obwald,81,2,79,22,57,105,2,103,24,79,12,1,11,6,5,74,1,73,13,60,19,0,19,5,14
Nidwald,127,3,124,29,95,149,3,146,32,114,15,0,15,6,9,106,2,104,21,83,28,1,27,5,22
Zoug,306,4,302,77,225,377,4,373,79,294,28,1,27,13,14,286,2,284,58,226,63,1,62,8,54
,0,,0,,,,,,,,,,,,,,,,,,,,,,
Tessin,1615,45,1570,326,1244,2190,45,2145,390,1755,161,11,150,62,88,1525,24,1501,262,1239,504,10,494,66,428
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,22232,550,21682,5475,16207,28387,597,27790,6213,21577,2785,122,2663,998,1665,19641,377,19264,4316,14948,5961,98,5863,899,4964
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4338,115,4223,1059,3164,5741,125,5616,1197,4419,598,23,575,215,360,3853,85,3768,800,2968,1290,17,1273,182,1091
Vaud,2422,59,2363,381,1982,3254,60,3194,425,2769,279,11,268,78,190,2258,42,2216,287,1929,717,7,710,60,650
Valais,749,38,711,313,398,1002,47,955,381,574,104,6,98,41,57,634,32,602,257,345,264,9,255,83,172
Genève,1167,18,1149,365,784,1485,18,1467,391,1076,215,6,209,96,113,961,11,950,256,694,309,1,308,39,269
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5059,133,4926,1431,3495,6524,146,6378,1633,4745,581,21,560,253,307,4569,103,4466,1156,3310,1374,22,1352,224,1128
Berne,3018,68,2950,903,2047,3836,74,3762,1022,2740,329,11,318,153,165,2744,54,2690,730,1960,763,9,754,139,615
Fribourg,596,16,580,153,427,839,18,821,178,643,60,3,57,25,32,556,12,544,123,421,223,3,220,30,190
Soleure,755,17,738,190,548,939,20,919,210,709,93,3,90,39,51,667,12,655,148,507,179,5,174,23,151
Neuchâtel,477,22,455,125,330,608,23,585,143,442,72,3,69,29,40,402,19,383,94,289,134,1,133,20,113
Jura,213,10,203,60,143,302,11,291,80,211,27,1,26,7,19,200,6,194,61,133,75,4,71,12,59
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2907,52,2855,629,2226,3598,55,3543,723,2820,361,16,345,114,231,2547,30,2517,504,2013,690,9,681,105,576
Bâle-Ville,725,9,716,144,572,862,9,853,151,702,132,2,130,36,94,592,7,585,97,488,138,0,138,18,120
Bâle-Campagne,751,19,732,119,613,950,20,930,142,788,97,6,91,25,66,662,11,651,98,553,191,3,188,19,169
Argovie,1431,24,1407,366,1041,1786,26,1760,430,1330,132,8,124,53,71,1293,12,1281,309,972,361,6,355,68,287
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3097,62,3035,655,2380,3726,68,3658,738,2920,497,17,480,151,329,2585,37,2548,483,2065,644,14,630,104,526
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,3093,102,2991,837,2154,4022,106,3916,980,2936,358,20,338,128,210,2727,68,2659,697,1962,937,18,919,155,764
Glaris,84,2,82,9,73,102,2,100,13,87,8,0,8,2,6,71,2,69,5,64,23,0,23,6,17
Schaffhouse,168,5,163,66,97,208,5,203,81,122,21,0,21,12,9,154,3,151,59,92,33,2,31,10,21
Appenzell Rh.-Ext.,125,3,122,19,103,141,3,138,23,115,14,2,12,1,11,102,1,101,16,85,25,0,25,6,19
Appenzell Rh.-Int.,30,1,29,8,21,37,1,36,9,27,4,0,4,1,3,28,1,27,6,21,5,0,5,2,3
Saint-Gall,1274,42,1232,290,942,1590,43,1547,322,1225,176,11,165,56,109,1085,27,1058,228,830,329,5,324,38,286
Grisons,755,25,730,145,585,1100,28,1072,181,891,63,2,61,11,50,681,17,664,122,542,356,9,347,48,299
Thurgovie,657,24,633,300,333,844,24,820,351,469,72,5,67,45,22,606,17,589,261,328,166,2,164,45,119
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2187,57,2130,504,1626,2726,61,2665,548,2117,241,17,224,76,148,1944,35,1909,405,1504,541,9,532,67,465
Lucerne,1084,27,1057,276,781,1370,27,1343,300,1043,139,10,129,47,82,974,16,958,216,742,257,1,256,37,219
Uri,160,6,154,33,121,220,8,212,36,176,15,1,14,5,9,137,5,132,25,107,68,2,66,6,60
Schwytz,407,9,398,93,305,509,10,499,105,394,41,3,38,13,25,353,3,350,74,276,115,4,111,18,93
Obwald,119,6,113,19,94,144,6,138,22,116,14,2,12,2,10,104,4,100,18,82,26,0,26,2,24
Nidwald,97,0,97,20,77,106,0,106,20,86,6,0,6,3,3,86,0,86,17,69,14,0,14,0,14
Zoug,320,9,311,63,248,377,10,367,65,302,26,1,25,6,19,290,7,283,55,228,61,2,59,4,55
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1551,29,1522,360,1162,2050,36,2014,394,1620,149,8,141,61,80,1416,19,1397,271,1126,485,9,476,62,414
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,22075,553,21522,5438,16084,27872 ,587,27285 ,6166,21119 ,2768,116,2652,955,1697,19353,381,18971 ,4258,14713 ,5752,90,5662,953,4709
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4091,100,3991,1079,2912,5283,108,5175,1238,3937,549,19,530,219,311,3630,66,3564,828,2736,1104,23,1081,191,890
Vaud,2319,55,2264,443,1821,3040,61,2979,504,2475,244,5,239,84,155,2139,38,2101,343,1758,657,18,639,77,562
Valais,733,28,705,330,375,969,29,940,402,538,100,8,92,43,49,638,18,620,278,342,231,3,228,81,147
Genève,1039,17,1022,306,716,1274,18,1256,332,924,205,6,199,92,107,853,10,843,207,636,216,2,214,33,181
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5095,124,4971,1368,3603,6505,130,6375,1543,4832,535,20,515,215,300,4542,88,4454,1080,3374,1428,22,1406,248,1158
Berne,3058,56,3002,860,2142,3815,57,3758,958,2800,307,11,296,125,171,2725,40,2685,681,2004,783,6,777,152,625
Fribourg,598,23,575,133,442,821,24,797,152,645,54,4,50,19,31,556,17,539,105,434,211,3,208,28,180
Soleure,793,19,774,196,578,1006,20,986,221,765,90,2,88,33,55,696,14,682,155,527,220,4,216,33,183
Neuchâtel,454,13,441,125,316,589,14,575,141,434,67,1,66,29,37,382,8,374,91,283,140,5,135,21,114
Jura,192,13,179,54,125,274,15,259,71,188,17,2,15,9,6,183,9,174,48,126,74,4,70,14,56
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,3014,67,2947,584,2363,3677,70,3607,652,2955,395,16,379,114,265,2617,48,2569,443,2126,665,6,659,95,564
Bâle-Ville,820,9,811,163,648,935,9,926,173,753,166,4,162,48,114,663,5,658,111,547,106,0,106,14,92
Bâle-Campagne,710,14,696,128,568,913,15,898,138,760,85,0,85,33,52,631,13,618,91,527,197,2,195,14,181
Argovie,1484,44,1440,293,1147,1829,46,1783,341,1442,144,12,132,33,99,1323,30,1293,241,1052,362,4,358,67,291
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,3102,65,3037,738,2299,3727,68,3659,818,2841,494,12,482,157,325,2558,43,2515,556,1959,675,13,662,105,557
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,2955,110,2845,803,2042,3730 ,117,3613 ,922,2691 ,368,25,343,121,222,2565,76,2488 ,657,1831 ,798,16,782,144,638
Glaris,87,6,81,16,65,101,6,95,18,77,16,0,16,0,16,69,6,63,14,49,16,0,16,4,12
Schaffhouse,165,5,160,68,92,200,7,193,73,120,17,0,17,11,6,144,6,138,53,85,39,1,38,9,29
Appenzell Rh.-Ext.,109,4,105,19,86,127,4,123,19,104,21,2,19,8,11,89,1,88,10,78,17,1,16,1,15
Appenzell Rh.-Int.,24,2,22,4,18,30,2,28,4,24,2,1,1,0,1,21,0,21,4,17,7,1,6,0,6
Saint-Gall,1213,47,1166,282,884,1470 ,48,1422 ,325,1097 ,153,17,136,43,93,1023,25,997 ,233,764 ,295,6,289,49,240
Grisons,731,21,710,136,574,1043,24,1019,171,848,73,0,73,16,57,669,21,648,116,532,301,3,298,39,259
Thurgovie,626,25,601,278,323,759,26,733,312,421,86,5,81,43,38,550,17,533,227,306,123,4,119,42,77
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2193,59,2134,502,1632,2764,64,2700,572,2128,249,16,233,72,161,1945,40,1905,403,1502,570,8,562,97,465
Lucerne,1142,23,1119,277,842,1450,23,1427,320,1107,139,6,133,43,90,1013,15,998,220,778,298,2,296,57,239
Uri,165,9,156,34,122,211,9,202,41,161,14,1,13,5,8,138,8,130,25,105,59,0,59,11,48
Schwytz,407,14,393,104,289,506,17,489,115,374,51,3,48,15,33,353,12,341,81,260,102,2,100,19,81
Obwald,91,1,90,13,77,109,1,108,14,94,7,0,7,0,7,86,1,85,12,73,16,0,16,2,14
Nidwald,83,0,83,21,62,107,0,107,24,83,8,0,8,2,6,75,0,75,18,57,24,0,24,4,20
Zoug,305,12,293,53,240,381,14,367,58,309,30,6,24,7,17,280,4,276,47,229,71,4,67,4,63
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1625,28,1597,364,1233,2186,30,2156,421,1735,178,8,170,57,113,1496,20,1476,291,1185,512,2,510,73,437
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,21578,562,21016,5512,15504,27155,616,26539,6177,20362,2817,108,2709,1050,1659,18713,406,18307,4223,14084,5625,102,5523,904,4619
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4088,109,3979,992,2987,5293,119,5174,1109,4065,578,14,564,207,357,3590,83,3507,726,2781,1125,22,1103,176,927
Vaud,2349,57,2292,419,1873,3049,65,2984,465,2519,267,5,262,84,178,2116,47,2069,309,1760,666,13,653,72,581
Valais,706,33,673,287,386,948,34,914,337,577,80,2,78,37,41,631,24,607,228,379,237,8,229,72,157
Genève,1033,19,1014,286,728,1296,20,1276,307,969,231,7,224,86,138,843,12,831,189,642,222,1,221,32,189
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,4975,139,4836,1457,3379,6324,159,6165,1634,4531,593,25,568,263,305,4344,104,4240,1131,3109,1387,30,1357,240,1117
Berne,3019,80,2939,911,2028,3763,93,3670,1005,2665,361,14,347,167,180,2611,61,2550,700,1850,791,18,773,138,635
Fribourg,554,24,530,147,383,738,26,712,177,535,64,5,59,29,30,510,18,492,114,378,164,3,161,34,127
Soleure,720,18,702,208,494,931,22,909,228,681,75,4,71,29,42,644,12,632,166,466,212,6,206,33,173
Neuchâtel,470,10,460,127,333,613,11,602,149,453,76,2,74,27,47,382,7,375,101,274,155,2,153,21,132
Jura,212,7,205,64,141,279,7,272,75,197,17,0,17,11,6,197,6,191,50,141,65,1,64,14,50
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,2965,61,2904,612,2292,3588,67,3521,678,2843,381,11,370,109,261,2574,48,2526,474,2052,633,8,625,95,530
Bâle-Ville,785,5,780,169,611,852,6,846,176,670,171,2,169,53,116,609,3,606,112,494,72,1,71,11,60
Bâle-Campagne,636,20,616,121,495,833,24,809,148,661,69,3,66,19,47,575,16,559,100,459,189,5,184,29,155
Argovie,1544,36,1508,322,1186,1903,37,1866,354,1512,141,6,135,37,98,1390,29,1361,262,1099,372,2,370,55,315
,,,,,,,,,,,,,,,,,,,,,,,,,
Zurich,2922,72,2850,807,2043,3503,79,3424,914,2510,495,19,476,207,269,2362,48,2314,569,1745,646,12,634,138,496
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse orientale,2898,87,2811,781,2030,3582,94,3488,863,2625,365,13,352,125,227,2479,67,2412,632,1780,738,14,724,106,618
Glaris,88,2,86,13,73,100,2,98,13,85,12,1,11,1,10,75,1,74,11,63,13,0,13,1,12
Schaffhouse,173,2,171,69,102,200,2,198,73,125,26,1,25,13,12,141,1,140,54,86,33,0,33,6,27
Appenzell Rh.-Ext.,113,2,111,22,89,131,2,129,23,106,19,1,18,5,13,90,1,89,16,73,22,0,22,2,20
Appenzell Rh.-Int.,27,2,25,6,19,32,2,30,6,24,5,0,5,1,4,23,2,21,4,17,4,0,4,1,3
Saint-Gall,1179,36,1143,277,866,1436,39,1397,310,1087,156,7,149,52,97,999,28,971,221,750,281,4,277,37,240
Grisons,748,23,725,130,595,998,23,975,148,827,72,0,72,18,54,656,19,637,107,530,270,4,266,23,243
Thurgovie,570,20,550,264,286,685,24,661,290,371,75,3,72,35,37,495,15,480,219,261,115,6,109,36,73
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse centrale,2089,66,2023,509,1514,2695,69,2626,582,2044,236,17,219,86,133,1866,40,1826,407,1419,593,12,581,89,492
Lucerne,1034,28,1006,285,721,1318,30,1288,319,969,117,6,111,52,59,944,18,926,223,703,257,6,251,44,207
Uri,166,8,158,28,130,247,8,239,40,199,12,1,11,5,6,149,6,143,26,117,86,1,85,9,76
Schwytz,397,14,383,105,278,529,15,514,124,390,56,5,51,18,33,347,5,342,83,259,126,5,121,23,98
Obwald,96,6,90,19,71,118,6,112,23,89,13,1,12,3,9,80,5,75,16,59,25,0,25,4,21
Nidwald,113,2,111,25,86,132,2,130,26,104,8,2,6,2,4,100,0,100,22,78,24,0,24,2,22
Zoug,283,8,275,47,228,351,8,343,50,293,30,2,28,6,22,246,6,240,37,203,75,0,75,7,68
,,,,,,,,,,,,,,,,,,,,,,,,,
Tessin,1641,28,1613,354,1259,2170,29,2141,397,1744,169,9,160,53,107,1498,16,1482,284,1198,503,4,499,60,439
,,,,,,,,,,,,,,,,,,,,,,,,,
Total,23030,640,22390,5981,16409,29451,692,28759,6933,21826,3067,126,2941,1153,1788,19910,442,19468,4627,14841,6474,124,6350,1153,5197
,,,,,,,,,,,,,,,,,,,,,,,,,
Région lémanique,4431,129,4302,984,3318,5889,136,5753,1157,4596,630,18,612,227,385,3877,99,3778,711,3067,1382,19,1363,219,1144
Vaud,2602,69,2533,468,2065,3511,70,3441,561,2880,320,8,312,100,212,2331,54,2277,343,1934,860,8,852,118,734
Valais,790,43,747,256,491,1083,48,1035,315,720,119,7,112,47,65,666,34,632,192,440,298,7,291,76,215
Genève,1039,17,1022,260,762,1295,18,1277,281,996,191,3,188,80,108,880,11,869,176,693,224,4,220,25,195
,,,,,,,,,,,,,,,,,,,,,,,,,
Espace Mittelland,5316,152,5164,1602,3562,6804,168,6636,1838,4798,648,35,613,276,337,4617,101,4516,1273,3243,1539,32,1507,289,1218
Berne,3176,78,3098,1019,2079,4025,83,3942,1181,2761,388,13,375,177,198,2755,56,2699,814,1885,882,14,868,190,678
Fribourg,638,31,607,170,437,866,36,830,190,640,71,7,64,33,31,580,21,559,122,437,215,8,207,35,172
Soleure,799,19,780,224,556,1030,21,1009,252,757,74,5,69,30,39,725,13,712,187,525,231,3,228,35,193
Neuchâtel,485,14,471,115,356,588,14,574,124,450,94,7,87,29,58,358,5,353,82,271,136,2,134,13,121
Jura,218,10,208,74,134,295,14,281,91,190,21,3,18,7,11,199,6,193,68,125,75,5,70,16,54
,,,,,,,,,,,,,,,,,,,,,,,,,
Suisse du Nord-Ouest,3158,78,3080,678,2402,3896,84,3812,770,3042,444,14,430,135,295,2714,51,2663,526,2137,738,19,719,109,610
